,Unnamed: 0,id,author_id,text,is_retweet,content,pred,label
27,27,1499711850233188366,18481648,"This is a spaceship

Its a newly launched venue for Yabuli China Entrepreneurs Forum   the building is designed by Ma Yansong a Chinese architect and founder of MAD ARCHITECTS
china architecture ",False,"This is a spaceship?🛸

It's a newly launched venue for Yabuli China Entrepreneurs Forum 亚布力中国企业家论坛 - the building is designed by Ma Yansong, a Chinese architect and founder of MAD ARCHITECTS
#china #architecture https://t.co/Mwklwq2kLl",0,
28,28,1498626861169094661,18481648,"Here is a very beautiful CG designed sculpture by a Chinese artist Qisheng Luo Looks so detailed and vivid Computer powered art creation is trendy  
art china chinatrends artist ",False,"Here is a very beautiful CG designed sculpture by a Chinese artist, Qisheng Luo. Looks so detailed and vivid.😍 Computer powered art creation is trendy.  
#art #china #chinatrends #artist https://t.co/h736R6zqqz",1,
29,29,1497178430303088640,18481648,Looking for a London based UX designer freelancer for a websiteapp project Know anyone who might be interested  hiringdesigners  uxdesigner ,False,🎨Looking for a London based UX designer (freelancer) for a website+app project. Know anyone who might be interested?  #hiringdesigners  #uxdesigner https://t.co/EeRiFHQGHs,0,
30,30,1495898236317536260,18481648,I wonder if we can customise the size of this Smart Mirror or maybe seamlessly connect multiple mirrors together ,False,"I wonder if we can customise the size of this Smart Mirror, or maybe seamlessly connect multiple mirrors together. https://t.co/yxeowqZita",1,
31,31,1375140566820917255,18481648,I like the image Still window shopping Justwalkin ,False,I like the image. Still window shopping? #Justwalkin https://t.co/I5yAIWwpl2,1,
32,32,1354829767116279808,18481648,Its Jonesboro virus now,False,@bnpartee @Gods_Warrior91 It's Jonesboro virus now.,0,
33,33,1348788046595051528,18481648,He is no longer relevant,False,@youngnewwife1 He is no longer relevant,0,
34,34,1345911526834765827,18481648,Why And How Come,False,@GordonGChang Why? And How Come?,0,
35,35,1341305764326084609,18481648,I use to think Nigel Farage is the man with gutts but now,False,"@Nigel_Farage I use to think Nigel Farage is the man with gutts, but now……",1,
36,36,1337873245505269770,18481648,How You are not even Chinese,False,@GordonGChang How? You are not even Chinese.,1,
37,37,1334790966348292096,18481648,The reputation in your definition,False,"@NewyWen The ""reputation"" in your definition.",0,
38,38,1321364707215855617,18481648,Any progress,False,@JJFred6 @statedeptspox Any progress?,0,
39,0,1641189961239068674,4860090466, Ive signed this open letter calling on all AI labs to immediately pause for at least 6 months the training of AI systems more powerful than GPT4 along with about 1000 others The general population shouldnt be used as guinea pigs for AI ,True,"RT @CarissaVeliz: I've signed this open letter calling on “all AI labs to immediately pause for at least 6 months the training of AI systems more powerful than GPT-4”, along with about 1,000 others. The general population shouldn't be used as guinea pigs for #AI. https://t.co/ZvTM6n3ACA",0,
40,1,1640954008142528513,4860090466,Governing artificial intelligence in the public interest  UCL Institute for Innovation and Public Purpose  UCL  University College London ,False,Governing artificial intelligence in the public interest | UCL Institute for Innovation and Public Purpose - UCL – University College London https://t.co/cp4nCwm5Ur,1,
41,2,1637566756725170177,4860090466," If you were really worried wouldnt you have collaborated with more AI ethicists and policymakers before releasing these models to give society time to come up with appropriate guardrails

ChatGPT GPT4 AIEthics

",True,"RT @CarissaVeliz: If you were really worried, wouldn't you have collaborated with more AI ethicists and policymakers before releasing these models to give society time to come up with appropriate guardrails?

#ChatGPT #GPT4 #AIEthics

https://t.co/reZlyirgGA",1,
42,3,1633807619637882881,4860090466," Tema muy relevante sobre privacidad e IA
We Forgot To Give Neural Networks The Ability To Forget ",True,"RT @AlleCelia: ¡Tema muy relevante sobre privacidad e IA!
We Forgot To Give Neural Networks The Ability To Forget https://t.co/o6nOrVtXne",0,
43,4,1633078918751088641,4860090466,"Tema muy relevante sobre privacidad e IA
We Forgot To Give Neural Networks The Ability To Forget ",False,"¡Tema muy relevante sobre privacidad e IA!
We Forgot To Give Neural Networks The Ability To Forget https://t.co/o6nOrVtXne",0,
44,5,1618528148202852354,4860090466," The world according to the data AI sees 50 of datasets are connected to 12 institutions Analysis of 4384 datasets and 60647 papers
Read the report 
By ",True,"RT @vdignum: The world according to the data #AI sees. 50% of datasets are connected to 12 institutions. Analysis of 4384 datasets and 60647 papers.
Read the report: https://t.co/T8CAY2CUoX
By @bernardkoch  @emilydenton77 @alexhanna https://t.co/5BhR8BZ8Sz",1,
45,6,1606601649044262912,4860090466," True individual freedom cannot exist without economic security and independence People who are hungry and out of a job are the stuff of which dictatorships are made
Franklin D Roosevelt ",True,"RT @AusinTxetxu: ""True individual freedom cannot exist without economic security and independence. People who are hungry and out of a job are the stuff of which dictatorships are made"".
Franklin D. Roosevelt https://t.co/hPg5H13Vzq",0,
46,7,1593970160016269314,4860090466," Now at Mastodon
Ya en Mastodon ",True,"RT @RaquelJorgeR: Now at #Mastodon.
Ya en #Mastodon. https://t.co/pBiaJlsEVG",0,
47,8,1577972470501740544,4860090466,Ha merecido la pena el Training of Trainees en la UE Competence Framework Science for Policy for researchers  Knowledge for policy  ,False,Ha merecido la pena el Training of Trainees en la UE: Competence Framework ‘Science for Policy’ for researchers | Knowledge for policy https://t.co/ikkwNAvH3e https://t.co/h0jCPQ3KpG,1,
48,9,1577618570086944768,4860090466," researchers working at the sciencepolicy interface requires a range of skills knowledge and attitudes
Check it out in the 
1 interactive visual 
2 new report from  
3 Podacst   ",True,"RT @LeneTopp: 📢#researchers: working at the #science-policy #interface requires a range of #skills, #knowledge and #attitudes.
Check it out in the 
1) interactive visual: https://t.co/n59WYoMzoY
2) new report from @EU_ScienceHub : https://t.co/KXxb9JkAm1
3) @SAPEAnews Podacst 👇 https://t.co/r4mjEk7Kh7 https://t.co/F6LpYymVy0",0,
49,10,1539930420908785664,4860090466,Irights Lab ,False,Irights Lab https://t.co/YhSiAqehhp,0,
50,11,1539921928785379328,4860090466,Un lujo contar con Thoughtworks ,False,Un lujo contar con Thoughtworks https://t.co/uZOpefolkZ,1,
51,12,1539627609843171328,4860090466,"
Listening to Anne Jobin ",False,"https://t.co/7fuOZSsgVQ
Listening to Anne Jobin https://t.co/3m25rmi1pz",0,
52,13,1533739449976246273,4860090466, She was responsible for Facebooks transformation from a compelling app with no business model into one of the most profitable public companies ever created The cost Being implicated in grave harms By ,True,"RT @CarissaVeliz: ""She was responsible for #Facebook’s transformation from a compelling app with no business model into one of the most profitable public companies ever created."" The cost? Being implicated in grave harms. By @Moonalice  https://t.co/8dBS36AeOv",0,
53,14,1528643053057105920,4860090466," Programmed Inequality
How Britain Discarded Women Technologists and Lost Its Edge in Computing 
",True,"RT @TobyWalsh: Programmed Inequality:
How Britain Discarded Women Technologists and Lost Its Edge in Computing 
https://t.co/ZTmgli0Pe9",1,
54,15,1528417237224280065,4860090466," Joder eticaFDI 
How many engineers think that their work is best for men Men natural strength  ",True,"RT @mselezm: Joder!!!!! #eticaFDI 
How many engineers think that their work is best for men? (Men ""natural strength"") :| https://t.co/HxOVUvyelC",0,
55,16,1502333869776900097,4860090466," We are mobilizing resources worldwide to provide immediate support in Ukraine and in neighboring countries

Help us to respond to the crisis by donating  ",True,"RT @JRSEurope: We are mobilizing resources worldwide to provide immediate support in Ukraine and in neighboring countries.

Help us to respond to the crisis by donating: https://t.co/n5z2PtvSJ1 https://t.co/wbYdiPRzaK",0,
56,0,1649435574682394626,337630337,"We were delighted to see startup in magazine 

No Impunity crowdfunds legal action for communities impacted by corporate environmental damage and human rights abuse and is part of the Hatchery UCLs startup incubator ",False,"We were delighted to see @UCL startup @_no_impunity in @Medium magazine. 

No Impunity crowdfunds legal action for communities impacted by corporate environmental damage and human rights abuse, and is part of the Hatchery, UCL's startup incubator. https://t.co/DMtqLcr3rU",0,
57,1,1649370911433269248,337630337,"UCLBs podcasts are well worth a listen

This months topic is Learn how UCLB developed an express licensing platform that became a product in its own right 

 UCLBBigTalks TechTransfer Licensing ",False,"UCLB's podcasts are well worth a listen.

This month's topic is @eluciduk. Learn how UCLB developed an express licensing platform that became a product in its own right. 

 #UCLBBigTalks #TechTransfer #Licensing https://t.co/iMevCEFDv1",0,
58,2,1649325679379464193,337630337, chatGTP and VirtualReality with personalised avatars  with backstories  this is amazing A new approach to education and a new centre for VR 3dprinting ,True,RT @hiltonlab: #chatGTP and #VirtualReality with personalised avatars - with backstories. - this is amazing! A new approach to education and a new centre for VR #3dprinting https://t.co/E6Ad6QxtuF,1,
59,3,1649324815373795329,337630337,Wishing everyone celebrating a happy Eid alFitr ,False,Wishing everyone celebrating a happy Eid al-Fitr! https://t.co/O4c1OHHI5F,1,
60,4,1649075789101424640,337630337,"Were also a leading university for entrepreneurship 

We offer free extracurricular courses in enterprise and support startup companies 

The startups we supported between 2014 and 2021 have collectively raised over 22 billion in investment and employ over 1600 people  ",False,"We're also a leading university for #entrepreneurship. 

We offer free extracurricular courses in enterprise and support startup companies. 

The startups we supported between 2014 and 2021, have, collectively, raised over £2.2 billion in investment and employ over 1,600 people.… https://t.co/Ym6Z8M9olY https://t.co/2COxOSzGGZ",1,
61,5,1649065310828351489,337630337,"Great news for The HealthTech startup based at the Hatchery UCLs incubator has secured 146K in funding 

Founded by Evelina Balt MSc Health Psychology the company enables clinics to transition from paper assessments to remote patient monitoring ",False,"Great news for @medqio! The #HealthTech startup based at the Hatchery, UCL's incubator, has secured £146K in funding. 

Founded by Evelina Balt, MSc Health Psychology @UCL_IEHC, the company enables clinics to transition from paper assessments to remote patient monitoring. https://t.co/5QIcWc2byP",0,
62,6,1649015021219840001,337630337,"Congratulations and good luck to all three They are in the running for a 20000 prize fund

The final takes place at City Hall on 9 May",False,"Congratulations and good luck to all three! They are in the running for a £20,000 prize fund.

The final takes place at City Hall on 9 May.",0,
63,7,1649014455928233990,337630337,"finalists in the Entrepreneur Competition 

  Mackenzie van Dam with Vertical Grounds Design Labs 
  Dana Molzhigit with Phyta Biodesign 
  Ariel Marilyn Sereda with Catalyst Health Passport
 
",False,".@UCL's finalists in the @Mayors2023 Entrepreneur Competition 🎉

 - Mackenzie van Dam @UCL_Bio_ID with Vertical Grounds Design Labs. 
 - Dana Molzhigit @UCL_Bio_ID with Phyta Biodesign. 
 - Ariel Marilyn Sereda @UCLBrainScience with Catalyst Health Passport.
 
@BartlettArchUCL https://t.co/cRltb7qUEN",0,
64,8,1648995578431393793,337630337,"Calling all HealthTech and EdTech ventures 

The deadline has been extended until Tuesday 25 April ",False,"Calling all #HealthTech and #EdTech ventures! 

The deadline has been extended until Tuesday 25 April. https://t.co/8sR17E406n",0,
65,9,1648994465749630979,337630337," Our extraordinary campus is looking suitably sun kissed this morning 

UCLEast EastBank
 ",True,"RT @UCLEast: Our extraordinary campus @noordinarypark is looking suitably sun kissed this morning 

#UCLEast #EastBank
https://t.co/BZOfkRIFtk https://t.co/KBjKroddqq",1,
66,10,1648725530131169292,337630337,"Congratulations to spinout which has raised 285 million in funding

Gaussions technology could dramatically shorten charging times for electric vehicles phones and other applications

Batteries ElectricVehicles ",False,"Congratulations to @ucl spinout @GaussionLTD, which has raised £2.85 million in funding.

Gaussion's technology could dramatically shorten charging times for electric vehicles, phones, and other applications.

#Batteries #ElectricVehicles @UCL_Business @UCLEIL @uclchemeng https://t.co/XNTn8xMJqD",0,
67,11,1648711188685942785,337630337," Fund your future with a UCL East London Scholarship covering fees and 15000 living costs on eligible Masters degrees

 UCL Funding applications for this September close at 5pm on 29 June 2023

Apply now 

UCLEast MastersFunding ",True,"RT @ucl: Fund your future with a UCL East London Scholarship, covering fees and £15,000 living costs on eligible Master’s degrees.

⏰ UCL Funding applications for this September close at 5pm on 29 June 2023.

Apply now: https://t.co/cMRt2ZwA7f

@UCLEast #UCLEast #MastersFunding https://t.co/8ZXDj18hcD",1,
68,12,1648706654727282688,337630337," 12  Calling all Chinesespeaking UCL students The Provosts trip to China is just around the corner and we want you to be a part of it 

Your videos will be shared with parents at our Parents Night event in Beijing

Heres what were looking for see thread ",True,"RT @UCL_Global: [1/2] 📢 Calling all Chinese-speaking UCL students! The Provost's trip to China is just around the corner, and we want you to be a part of it! 🇨🇳

Your videos will be shared with parents at our Parents' Night event in Beijing.

Here's what we're looking for (see thread)👇 https://t.co/MOJntlWlE7",1,
69,13,1648706463374757888,337630337,Find out about Knowledge Transfer Partnerships from UCL academics who have taken part in the programme ,False,Find out about Knowledge Transfer Partnerships from UCL academics who have taken part in the programme. https://t.co/czd3eLsEeB,0,
70,14,1648706076219523075,337630337,"HealthTech entrepreneurs clinicians researchers community leaders and practitioners register for our workshop with and Well be exploring how digital health can facilitate inclusive health and wellbeing

HealthTech Inclusion ",False,"HealthTech entrepreneurs, clinicians, researchers, community leaders and practitioners, register for our workshop with @ucl_GBSH and @nierodame.

We'll be exploring how digital health can facilitate inclusive health and wellbeing.

#HealthTech #Inclusion https://t.co/eECIzQxc3i",0,
71,15,1648690824669016064,337630337,"Research on both basketball and business teams suggests that successful teams tend to rely too much on the stars in  

Dr of coauthored the study

",False,"Research on both basketball and business teams suggests that successful teams tend to rely too much on the stars in @WSJ (£). 

Dr @tom_taiyi_yan of @UCLSoM co-authored the study.

https://t.co/Qcn8cBeT1V",1,
72,16,1648688733598695424,337630337,A competition open to all UCL entrepreneurs from UCLSoM ,False,A competition open to all UCL entrepreneurs from #UCLSoM⬇️ https://t.co/YtLjpW2p77,1,
73,17,1648631819468668928,337630337,We were delighted to have been part of it,False,@BernieJMitchell @Urbanmba_ @officernd @eucoworkingday @techwithin We were delighted to have been part of it!,1,
74,18,1648608175354937344,337630337,"Applications close tomorrow 20 April for and Impact Accelerator

EdTech HealthTech ",False,"Applications close tomorrow (20 April) for @ucl and @awscloud's Impact Accelerator!

#EdTech #HealthTech https://t.co/MfLtPnv34a",0,
75,19,1648384564639703048,337630337,"Hear from on how the potential of seaweed to transform plastic manufacturing needs to be carefully managed

Sustainability ",False,"Hear from @UCLBiochemEng1's @EmilyKostas on how the potential of seaweed to transform plastic manufacturing needs to be carefully managed.

#Sustainability https://t.co/rzGFvfU59W",0,
76,20,1648382666385793024,337630337,Learn about UCLs wideranging entrepreneurship support at the Undergraduate Virtual Open Days  ,False,Learn about UCL's wide-ranging #entrepreneurship support at the Undergraduate Virtual Open Days ⬇️ https://t.co/0xBtuLiKBG,1,
77,21,1648381853575905295,337630337,"You can also find out why UCL is a great place for entrepreneurship

Gain valuable skills to help you in your future career with our free extracurricular entrepreneurial courses

We also provide support for business startups wanting to make a positive impact in the world",False,"@ucl You can also find out why UCL is a great place for #entrepreneurship.

Gain valuable skills to help you in your future career with our free extracurricular entrepreneurial courses.

We also provide support for business startups wanting to make a positive impact in the world.",1,
78,22,1648378428083650566,337630337,Learn more on the link above and watch the videos to hear from UCL academics talking about their KTP projects,False,@UCLLifeSciences @innovateuk Learn more on the link above and watch the videos to hear from UCL academics talking about their KTP projects.,1,
79,23,1648302095940964352,337630337,"Learn about social enterprise in our free 3hour workshop for students staff and recent graduates

Register below  ",False,"Learn about social enterprise in our free 3-hour workshop for students, staff and recent graduates.

Register below ⬇️ https://t.co/BdgRpCnBKJ",0,
80,24,1648301679496896517,337630337,Thank you for sharing,False,@UCLAlumni Thank you for sharing!,0,
81,25,1648278282956046336,337630337,"UCL academics use your knowledge to transform a business charity or public sector organisation 

Academics from amp talk about the benefits of a Knowledge Transfer Partnership KTP 

",False,"UCL academics: use your knowledge to transform a business, charity or public sector organisation. 

Academics from @UCLEngineering, @TheBartlettUCL &amp; @UCLPopHealthSci talk about the benefits of a Knowledge Transfer Partnership (KTP): https://t.co/nJws5OYB81

@innovateuk https://t.co/8KTXOpVNA4",0,
82,26,1648251890138791937,337630337," If you missed the Alpacas on campus today dont miss out on the return of the Therapy Dogs tomorrow 

 Time 12001400
 Location Japanese Garden

Explore similar events 

",True,"RT @ucl: If you missed the Alpacas on campus today, don’t miss out on the return of the Therapy Dogs tomorrow! 🐶

⏰ Time: 12:00-14:00
📍 Location: Japanese Garden

Explore similar events: https://t.co/cNdVPbj6QD

@uclcares https://t.co/bDEouQF5RB",1,
83,27,1647979728840605696,337630337, Are you interested in studying at UCL East next year There are some great scholarships available for east London residents ,True,RT @UCLEastEngage: Are you interested in studying at UCL East next year? There are some great scholarships available for east London residents! https://t.co/icvVXV9Elw,1,
84,28,1647962367534268418,337630337,"Octopus is a worldfirst clinical trial funded by the and led by researchers at at UCL

",False,"Octopus is a world-first clinical trial, funded by the @mssocietyuk and led by researchers at @MRCCTU at UCL.

@UCLIoN @uclh
https://t.co/eOPJ38inlP",0,
85,29,1647904234552033281,337630337,"UCL researchers hope the findings could in the future help them predict how a patients tumour will spread and to tailor treatment

cancer ",False,"UCL researchers hope the findings could, in the future, help them predict how a patient's tumour will spread and to tailor treatment.

#cancer https://t.co/JIflJFzym1",0,
86,30,1647898995505655809,337630337,"Want to help address challenges in womens health

UCL staff or doctoral students you can apply for 4000 to work on a collaborative project with a company in this area

Deadline is 11 May 

",False,"Want to help address challenges in women's health?

UCL staff or doctoral students, you can apply for £4,000 to work on a collaborative project with a company in this area.

Deadline is 11 May: https://t.co/wviPhrI5IH

@UCLPopHealthSci @ProfJoyceHarper @nickyKfitness @ProfAliceS https://t.co/jVsGVonDAl",1,
87,31,1647574452119515136,337630337,Happy Orthodox Easter ,False,Happy Orthodox Easter! https://t.co/SSMnalBYgq,1,
88,32,1646827826979524610,337630337,"Explore the entrepreneurial workshops that are on next week We have events for students recent alumni and staff 

Heres a taster of SPERO our course for doctoral students and early career researchers

Our events  ",False,"Explore the entrepreneurial workshops that are on next week. We have events for students, recent alumni and staff. 

Here's a taster of SPERO, our course for @ucl doctoral students and early career researchers.

Our events: https://t.co/A8aZbEq85K https://t.co/Oim2XhI88d",1,
89,33,1646785402898980866,337630337,Wishing everyone celebrating a happy and funfilled Vaisakhi ,False,Wishing everyone celebrating a happy and fun-filled Vaisakhi. https://t.co/angZx0S73L,0,
90,34,1646540068503400448,337630337, The spacecraft which includes particle detectors provided by is launching today  Its many investigations will include addressing whether Jupiters icy moons are home to conditions that could support life  ,True,"RT @uclnews: The @ESA_JUICE spacecraft, which includes particle detectors provided by @MSSLSpaceLab @uclmaps, is launching today. 🚀 Its many investigations will include addressing whether Jupiter's icy moons are home to conditions that could support life 🪐 https://t.co/XNqTgx743v",1,
91,35,1646539969320632321,337630337,UCL academicsLearn about the many benefits of a Knowledge Transfer Partnership KTP ,False,UCL academics👋Learn about the many benefits of a Knowledge Transfer Partnership (KTP). https://t.co/SfgZCYDlYL,0,
