,Unnamed: 0,id,author_id,text,is_retweet,content,pred,label
10,10,1653420101557788672,14091091,"The galactic nucleus in NGC 4395 has a comparably low luminosity to other AGNs and its black hole is about 10000 times the mass of our Sun

This new Hubble image of NGC 4395 captures one of the galaxys spiral arms ",False,"The galactic nucleus in NGC 4395 has a comparably low luminosity to other AGNs and its black hole is about 10,000 times the mass of our Sun!

This new Hubble image of NGC 4395 captures one of the galaxy's spiral arms. https://t.co/rKAJAM7655",0,0
11,11,1653420085782953986,14091091,"Next up for BlackHoleWeek meet NGC 4395

About 14 million lightyears away this spiral galaxy contains an active galactic nucleus AGN powered by a supermassive black hole

Find out more about this new Hubble view  ",False,"Next up for #BlackHoleWeek, meet NGC 4395!

About 14 million light-years away, this spiral galaxy contains an active galactic nucleus (AGN) powered by a supermassive black hole.

Find out more about this new Hubble view: https://t.co/9i3MaO01hf https://t.co/gh8fXfH2eM",0,0
12,12,1653037709538017280,14091091,All week long check out the BlackHoleWeek homebase over at for more content,False,"All week long, check out the #BlackHoleWeek homebase over at @NASAUniverse for more content!",0,0
13,13,1653037707134681088,14091091,"NGC 3489 is home to a huge black hole The luminous center is caused when the black hole devours material that gets too close to it

This galaxy resides about 30 million lightyears away 

Stay tuned for more new images of AGNs this week",False,"NGC 3489 is home to a huge black hole. The luminous center is caused when the black hole devours material that gets too close to it!

This galaxy resides about 30 million light-years away: https://t.co/N1G5vBYXFt

Stay tuned for more new images of AGNs this week!",0,0
14,14,1653037701531152387,14091091,"Welcome to BlackHoleWeek

To celebrate Hubble has new images to share featuring active galactic nuclei or AGNs Some galaxies contain AGNs which are extremely bright central regions that host a supermassive black hole 

First up feast your eyes on NGC 3489  ",False,"Welcome to #BlackHoleWeek!

To celebrate, Hubble has new images to share featuring active galactic nuclei, or AGNs. Some galaxies contain AGNs, which are extremely bright central regions that host a supermassive black hole! 

First up, feast your eyes on NGC 3489 ⬇️ https://t.co/Dcj2pjCEgN",0,0
15,15,1651949622946942978,14091091,"Galaxy clusters are among the largest objects in the universe

Studying them helps us learn more about the distribution of mysterious dark matter which makes up most of a galaxy clusters mass 

This HubbleFriday view shows galaxy cluster ACO S520  ",False,"Galaxy clusters are among the largest objects in the universe!

Studying them helps us learn more about the distribution of mysterious dark matter, which makes up most of a galaxy cluster's mass. 

This #HubbleFriday view shows galaxy cluster ACO S520: https://t.co/8NFBOs04xi https://t.co/Z1liBh1bqg",1,
16,16,1651348289550180354,14091091,"Yesterday welcomed Yoon Suk Yeol and Kamala Harris

The visit included a meeting with KoreanAmerican employees like Hubble engineer Jessica Regalado second from right in group photo from the event  ",False,"Yesterday, @NASAGoddard welcomed @President_KR Yoon Suk Yeol and @VP Kamala Harris.

The visit included a meeting with Korean-American @NASA employees, like Hubble engineer Jessica Regalado (second from right in group photo from the event): https://t.co/atmHjLTkGO https://t.co/E5AwLX43xd",1,
17,17,1651259911873896455,14091091,"  Congratulations to Goddards Webbys winners 

How Images Are Made Webby Winner

Space Telescope Unfolds the Universe Peoples Voice Winner

NASA Webb Telescope Launch through First Images Live Streams Peoples Voice Winner
 ",True,"RT @NASAGoddard: 🏆 Congratulations to Goddard's #Webbys winners! 

How @NASAHubble Images Are Made: Webby Winner

@NASAWebb Space Telescope Unfolds the Universe: People's Voice Winner

NASA Webb Telescope Launch through First Images Live Streams: People's Voice Winner
https://t.co/3mj6Nrjotu https://t.co/s3KWipSmKh",1,1
18,18,1651231421996969985,14091091,"About two billion lightyears away a whole cluster of galaxies known as Abell 68 shines

The massive gravitational field of Abell 68 is strong enough to bend the light paths of more distant galaxies causing the warped shapes of some galaxies seen here  ",False,"About two billion light-years away, a whole cluster of galaxies known as Abell 68 shines.

The massive gravitational field of Abell 68 is strong enough to bend the light paths of more distant galaxies, causing the warped shapes of some galaxies seen here: https://t.co/Sa9K8YCR75 https://t.co/upVBSdyJy8",1,
19,19,1650963772914167826,14091091,"The Hubble team is thrilled to share that our video How Hubble Images Are Made is 2023 Webbyawardwinning entry 

In addition five other NASA projects received the honor of winning Peoples Voice Awards  ",False,"The Hubble team is thrilled to share that our video “How Hubble Images Are Made” is @NASA’s 2023 Webby-award-winning entry! 🎉

In addition, five other NASA projects received the honor of winning People’s Voice Awards: https://t.co/mGt5AwTEU1 https://t.co/vMREbWSmGh",1,1
20,20,1650862312180563973,14091091,"Happy WorldPenguinDay 

This Hubble view of interacting galaxies known as Arp 142 resembles a penguin with its egg

In reality this galactic pair reside about 326 million lightyears away in the southern constellation Hydra  ",False,"Happy #WorldPenguinDay! 🐧

This Hubble view of interacting galaxies, known as Arp 142, resembles a penguin with its egg.

In reality, this galactic pair reside about 326 million light-years away in the southern constellation Hydra: https://t.co/epqxpfezbp https://t.co/fcGkgOphJY",1,1
21,21,1650614452843159554,14091091," Whats your favorite image 

Launched 33 years ago today the orbiting telescope captured this image of a nebula where stars are born  960 lightyears away  ",True,"RT @NASA: What's your favorite @NASAHubble image? https://t.co/8q2ah3teqv

Launched 33 years ago today, the orbiting telescope captured this image of a nebula where stars are born -- 960 light-years away. https://t.co/uWV3zgepfj https://t.co/kqGi2Mfven",1,
22,22,1650554149975601167,14091091,"  launched OTD 33 years ago Its been our window to the cosmos ever since Celebrate this intrepid explorer with our free poster or digital background 
MondayMotivation Never stop exploring ",True,"RT @NASAExoplanets: ✨ @NASAHubble launched #OTD 33 years ago! It's been our window to the cosmos ever since. Celebrate this intrepid explorer with our free poster or digital background: https://t.co/hF3ZgsqOgw
#MondayMotivation: Never stop exploring! https://t.co/n5bwPgouhh",1,1
23,23,1650525773516750852,14091091," Happy birthday  OTD in 1990 Hubble launched from beginning the journey that would transform our understanding of the universe

But did you know Hubbles control center is located at Goddard   Learn more ",True,"RT @NASAGoddard: Happy birthday @NASAHubble! 🎂 #OTD in 1990, Hubble launched from @NASAKennedy, beginning the journey that would transform our understanding of the universe.

But did you know Hubble's control center is located at Goddard? 👀  Learn more! https://t.co/qyqnvhuOUY",1,
24,24,1650520670743273473,14091091,"Happy 33rd birthday Hubble 

Hubble began its journey of discovery OTD in 1990 Its been over three decades and the mission continues to amaze the world with its discoveries about our universe

Take a look back at the incredible science from Hubbles latest year in orbit ",False,"Happy 33rd birthday, Hubble! 🎉

Hubble began its journey of discovery #OTD in 1990. It’s been over three decades, and the mission continues to amaze the world with its discoveries about our universe.

Take a look back at the incredible science from Hubble’s latest year in orbit! https://t.co/h5TnkFQohS",1,
25,25,1649413216370323457,14091091,"Take a look 260 million lightyears away

Thats the distance to galaxy UGC 678 which shines in this weeks HubbleFriday image

Find out more about this barred spiral galaxy  ",False,"Take a look 260 million light-years away!

That's the distance to galaxy UGC 678, which shines in this week's #HubbleFriday image.

Find out more about this barred spiral galaxy: https://t.co/qihhHuPoJg https://t.co/ug0XGdW1cT",1,
26,26,1649096156490727425,14091091,"Explore Hubbles 33rd anniversary image with our senior project scientist Dr Jennifer Wiseman

Learn more about this new image here  ",False,"Explore Hubble's 33rd anniversary image with our senior project scientist, Dr. Jennifer Wiseman!

Learn more about this new image here: https://t.co/lsJgM189m3 https://t.co/JCqjtu6mPo",1,1
27,27,1649054066398621699,14091091,"To mark Hubbles 33rd anniversary this new image unveils a cauldron of starbirth 

NGC 1333 is a starforming region 960 lightyears away Glowing gasses and pitchblack dust are stirred up and blown around by newly forming stars within the dark cloud  ",False,"To mark Hubble’s 33rd anniversary, this new image unveils a cauldron of starbirth! ⭐

NGC 1333 is a star-forming region 960 light-years away. Glowing gasses and pitch-black dust are stirred up and blown around by newly forming stars within the dark cloud: https://t.co/NazfKJq8Lw https://t.co/uHcmgagbyi",1,1
28,28,1648687913767428096,14091091,"OTD 10 years ago Hubble shared this infrared view of the Horsehead Nebula

Harsh ultraviolet glare from a fledgling star near the top ridge of the nebula is slowly evaporating this pillar of hydrogen gas laced with dust

Find out more  ",False,"#OTD 10 years ago, Hubble shared this infrared view of the Horsehead Nebula!

Harsh ultraviolet glare from a fledgling star near the top ridge of the nebula is slowly evaporating this pillar of hydrogen gas laced with dust.

Find out more: https://t.co/VDedckHHoN https://t.co/qeTiiY7LGG",1,
29,29,1648416111980081155,14091091,"Hello cosmic caterpillar

This HubbleClassic image shows a lightyearlong knot of gas and dust Its long shape is the result of ultraviolet radiation blasting from bright stars

IRAS 203244057 is in the very earliest stages of becoming a star itself  ",False,"Hello, cosmic caterpillar!

This #HubbleClassic image shows a light-year-long knot of gas and dust. Its long shape is the result of ultraviolet radiation blasting from bright stars!

IRAS 20324+4057 is in the very earliest stages of becoming a star itself: https://t.co/TiGzUY15nr https://t.co/1m6PTqAtT4",1,
30,30,1646875962389266432,14091091,"JO204 shines from 600 million lightyears away

The tendrils beneath the galaxy are caused by ram pressure stripping as it moves against the intergalactic medium between galaxies in a galaxy cluster More loosely bound gas then strips away  ",False,"JO204 shines from 600 million light-years away!

The tendrils beneath the galaxy are caused by ram pressure stripping, as it moves against the intergalactic medium between galaxies in a galaxy cluster. More loosely bound gas then strips away: https://t.co/SmWB24Cwtk https://t.co/mFI6wFnoFq",1,
31,31,1646515638960275464,14091091,"Space potato 

Thanks to observations from Hubble and the Keck Observatory astronomers were able to generate a 3D model of the galaxy M87

By tracking the motion of stars around the galaxys center they determined that the galaxy is potatoshaped  ",False,"Space potato? 🥔

Thanks to observations from Hubble and the Keck Observatory, astronomers were able to generate a 3D model of the galaxy M87.

By tracking the motion of stars around the galaxy’s center, they determined that the galaxy is potato-shaped: https://t.co/SorD9FWUvr https://t.co/gzcUEwuZXm",1,
32,32,1646172980081315841,14091091,"Webb can make this same observation in about a tenth of the time as it originally took Hubble

Its sensitive instruments will provide more insight into the history of our universe and star formation  ",False,"Webb can make this same observation in about a tenth of the time as it originally took Hubble!

Its sensitive instruments will provide more insight into the history of our universe and star formation: https://t.co/Kux2udkjS4 https://t.co/kFFeBqTexz",1,
33,33,1646172941980147714,14091091,Hubbles Ultra Deep Field image is one of the most iconic views of our universe revealing 10000 galaxies of various ages colors shapes and sizes  ,False,"Hubble’s Ultra Deep Field image is one of the most iconic views of our universe, revealing 10,000 galaxies of various ages, colors, shapes, and sizes: https://t.co/CADh24V9YB https://t.co/LvSYGgsTx9",1,
34,34,1646172917913272321,14091091,"Time to get deep

The Hubble Ultra Deep Field is an important astronomical resource showing a core sample of our universe stretching back billions of lightyears

Along with data from Hubble and groundbased telescopes now observations will help scientists  ",False,"Time to get deep.

The Hubble Ultra Deep Field is an important astronomical resource, showing a core sample of our universe stretching back billions of light-years.

Along with data from Hubble and ground-based telescopes, now @NASAWebb's observations will help scientists! ⬇️ https://t.co/8Ehg9sM2xI",1,
35,35,1645806399937720324,14091091,"Butterfly Hourglass

Nope This HubbleClassic shows a star at the end of its life casting off its outer layers 

The doublelobe structure was created as material funneled towards the poles of the star at the center

Read more about Hubble 12  ",False,"Butterfly? Hourglass?

Nope! This #HubbleClassic shows a star at the end of its life, casting off its outer layers. 

The double-lobe structure was created as material funneled towards the poles of the star at the center.

Read more about ""Hubble 12"": https://t.co/0qxflVuemP https://t.co/l9IAUbuH5j",1,
36,36,1645440580321783808,14091091,Webbs new view in midinfrared light reveals neverbeforeseen details by spatially resolving regions with different gas compositions and revealing what types of dust were formed in those regions ,False,Webb's new view in mid-infrared light reveals never-before-seen details by spatially resolving regions with different gas compositions and revealing what types of dust were formed in those regions. https://t.co/MkXRUxNfe0,1,
37,37,1645440578807554048,14091091,Hubbles 2004 view shows Casseiopeia A in visible and nearinfrared light These observations highlight the complex structure of the stars shattered fragments and clumpy debris which glows with the heat generated by a shockwave from the supernova blast ,False,"Hubble's 2004 view shows Casseiopeia A in visible and near-infrared light. These observations highlight the complex structure of the star's shattered fragments and clumpy debris, which glows with the heat generated by a shockwave from the supernova blast. https://t.co/LQW1f5YMnw",1,
38,38,1645440576777601024,14091091,"Cassiopeia A went out with a bang

This supernova remnant imaged by Hubble and is the leftover material from a massive stars death

Studying Cas A across different wavelengths of light gives scientists a broader understanding of this supernova remnant ",False,"Cassiopeia A went out with a bang!

This supernova remnant, imaged by Hubble and @NASAWebb, is the leftover material from a massive star's death.

Studying Cas A across different wavelengths of light gives scientists a broader understanding of this supernova remnant. https://t.co/5uUKzLPRX2",1,
39,39,1644339255911624707,14091091,"Have a stellar HubbleFriday 

This image showcases the globular cluster NGC 2419 Globular clusters are roughly spherical groupings of stars bound together by their mutual gravitational attraction

Explore more  ",False,"Have a stellar #HubbleFriday! ⭐

This image showcases the globular cluster NGC 2419. Globular clusters are roughly spherical groupings of stars bound together by their mutual gravitational attraction.

Explore more: https://t.co/78YWYMmawh https://t.co/u6RO26HDri",1,
40,40,1644037276329017345,14091091,"Webbs powerful infrared vision unveils Uranuss faintest dusty rings along with bright features in the planets atmosphere

Together Hubble amp Webb will continue to observe the planets in our solar system and teach us more about our cosmic neighbors

",False,"Webb's powerful infrared vision unveils Uranus's faintest dusty rings along with bright features in the planet’s atmosphere.

Together, Hubble &amp; Webb will continue to observe the planets in our solar system and teach us more about our cosmic neighbors!

https://t.co/UDC37YJTGv",1,
41,41,1644037274751889413,14091091,"Hubbles latest view of Uranus taken in visible light shows the planets north polar cap which continues to get brighter

As Uranuss northern summer solstice approaches in 2028 the cap may grow brighter still and will be aimed directly toward Earth

",False,"Hubble's latest view of Uranus, taken in visible light, shows the planet's north polar cap which continues to get brighter.

As Uranus's northern summer solstice approaches in 2028 the cap may grow brighter still, and will be aimed directly toward Earth.

https://t.co/VjbN745ioI",1,
42,42,1644037272432525312,14091091,"Ring in new image of Uranus

Hubble has observed the planets in our solar system for decades and its consistent checkins give astronomers a wealth of data about their atmospheres and weather

Now with Webb on the job as well we can learn even more  ",False,"""Ring in"" @NASAWebb's new image of Uranus!

Hubble has observed the planets in our solar system for decades, and its consistent check-ins give astronomers a wealth of data about their atmospheres and weather.

Now with Webb on the job as well, we can learn even more! ⬇️ https://t.co/IxDXCWd2u2",1,
43,43,1644004047140036608,14091091," We put the Webb and Hubble in Webbys Goddard teams are nominated for this year including coverage of the launch deployment and first image reveal from as well as a behindthescenes look at how images are made
 ",True,"RT @NASAGoddard: We put the Webb (and Hubble) in #Webbys! Goddard teams are nominated for @TheWebbyAwards this year, including coverage of the launch, deployment, and first image reveal from @NASAWebb, as well as a behind-the-scenes look at how @NASAHubble images are made.
https://t.co/57mGI5j9Bu https://t.co/pEPtTea8pX",1,
44,44,1643984023809822725,14091091,"Twos company and threes a crowd even when it comes to black holes

Hubble detected evidence of a runaway black hole that was ejected from its host galaxy after a tussle between it and two other black holes Find out more  ",False,"Two's company, and three's a crowd... even when it comes to black holes!

Hubble detected evidence of a ""runaway"" black hole that was ejected from its host galaxy after a tussle between it and two other black holes. Find out more: https://t.co/hEs3i7MUma https://t.co/5qUlaRsVmF",0,0
45,45,1643668881662255118,14091091,"Our video How Hubble Images Are Made shares how the telescopes iconic images are captured and processed  and now its a nominee for the Webbys You can vote here 

Plus learn about all nine nominees  ",False,"Our video ""How Hubble Images Are Made"" shares how the telescope's iconic images are captured and processed – and now it's a nominee for the #Webbys! You can vote here: https://t.co/WOVGnV93Wq

Plus, learn about all nine @NASA nominees: https://t.co/nxsj7PjNvg https://t.co/EPqwRDjJo2",1,
46,46,1643631468021796865,14091091,"Because of how long it takes distant light to reach Hubble this double quasar no longer exists

Over the past 10 billion years their host galaxies have likely settled into an elliptical galaxy and the quasars have merged to become a supermassive black hole at its center ",False,"Because of how long it takes distant light to reach Hubble, this double quasar no longer exists.

Over the past 10 billion years, their host galaxies have likely settled into an elliptical galaxy, and the quasars have merged to become a supermassive black hole at its center. https://t.co/ovl55MlGkS",0,0
47,47,1643631462199992324,14091091,"Quasars are bright objects powered by supermassive black holes that blast out energy as they consume everything within their gravitational grasp

Hubble detected a pair of quasars that existed when our universe was just 3 billion years old  ",False,"Quasars are bright objects powered by supermassive black holes that blast out energy as they consume everything within their gravitational grasp.

Hubble detected a pair of quasars that existed when our universe was just 3 billion years old: https://t.co/oSHaFZ6BbJ https://t.co/DKemp1iUDG",1,
48,48,1643304835041615909,14091091,"Meet the 2023 class of the NASA Hubble Fellowship Program

These 24 Fellows will pursue independent research in any area of NASA Astrophysics The program grants them three years of support at an American university or research center of their choosing  ",False,"Meet the 2023 class of the NASA Hubble Fellowship Program!

These 24 Fellows will pursue independent research in any area of NASA Astrophysics. The program grants them three years of support at an American university or research center of their choosing: https://t.co/MzSjPaHHgo https://t.co/iw7LgS51JK",1,
49,49,1642980364434939904,14091091,"Hey neighbor

The Andromeda Galaxy is the nearest major galaxy to ours at a distance of about 25 million lightyears

This HubbleClassic view shows just a portion of Andromeda Learn more about the galaxy next door  ",False,"Hey, neighbor!

The Andromeda Galaxy is the nearest major galaxy to ours, at a distance of about 2.5 million light-years.

This #HubbleClassic view shows just a portion of Andromeda. Learn more about the galaxy ""next door"": https://t.co/cLVodVr0wA https://t.co/lYzNvx3VTl",1,
50,50,1641802536548986885,14091091,"About 390 million lightyears away the galaxy Z 22915 shines in this HubbleFriday image

Its luminous heart is caused by a disk of material heating as it swirls toward the black hole at the galaxys core  ",False,"About 390 million light-years away, the galaxy Z 229-15 shines in this #HubbleFriday image!

Its luminous heart is caused by a disk of material heating as it swirls toward the black hole at the galaxy's core: https://t.co/dfe9SzxmiD https://t.co/yaecSybBQy",0,0
51,51,1641485690360803339,14091091,"OTD last year we shared news of Hubbles detection of the farthest individual star ever seen

Go inside the image of the star Earendel to learn about this recordbreaking observation

You can read more here  ",False,"#OTD last year, we shared news of Hubble's detection of the farthest individual star ever seen!

Go ""inside the image"" of the star Earendel to learn about this record-breaking observation.

You can read more here: https://t.co/GUWGEkh3tE https://t.co/JrZeOXLJGI",1,
52,52,1641442085021847560,14091091,"The evidence comes from an excess of ultraviolet radiation detected by Hubble and other NASA missions seen as a spectral line of hot hydrogen in Saturns atmosphere

This ultraviolet Hubble image shows the hydrogen emissions brightest above the equatorial region",False,"The evidence comes from an excess of ultraviolet radiation detected by Hubble and other NASA missions, seen as a spectral line of hot hydrogen in Saturn's atmosphere.

This ultraviolet Hubble image shows the hydrogen emissions, brightest above the equatorial region.",1,
53,53,1641442081897058313,14091091,"Saturn is known for its iconic rings

And with Hubbles help now we know that these rings are also heating the giant planets upper atmosphere

This could provide a tool for predicting if planets around other stars have ring systems as well Learn more  ",False,"Saturn is known for its iconic rings.

And with Hubble's help, now we know that these rings are also heating the giant planet's upper atmosphere!

This could provide a tool for predicting if planets around other stars have ring systems as well. Learn more: https://t.co/mvNUIzMwjF https://t.co/nu2QE3HqPj",1,
54,54,1641079140483833856,14091091,"Beverly Johnson is one of the many women who help Hubble make history

As Hubbles payload team manager she supports flight software updates and investigates any issues that arise with the observatorys science instruments

WomensHistoryMonth ",False,"Beverly Johnson is one of the many women who help Hubble make history!

As Hubble's payload team manager, she supports flight software updates and investigates any issues that arise with the observatory's science instruments.

#WomensHistoryMonth https://t.co/ljR2gPNMKD",1,
55,55,1640792224173805569,14091091,This Hubble image combines observations taken one and two months after the eruption and shows the infrared afterglow of the gammaray burst designated by the small superimposed circle Given its brightness the bursts afterglow may remain detectable by telescopes for years,False,"This Hubble image combines observations taken one and two months after the eruption, and shows the infrared afterglow of the gamma-ray burst, designated by the small, superimposed circle. Given its brightness, the burst's afterglow may remain detectable by telescopes for years.",1,
56,56,1640791835760119808,14091091,"A pulse of intense radiation swept through our solar system that astronomers called the BOAT the brightest of all time

Several missions including Hubble have followed up to study this gammaray burst likely caused by the birth of a black hole  ",False,"A pulse of intense radiation swept through our solar system that astronomers called the BOAT: the brightest of all time.

Several @NASA missions, including Hubble, have followed up to study this gamma-ray burst, likely caused by the birth of a black hole: https://t.co/zCPiiamLL8 https://t.co/xSRRLzD0dy",0,0
57,57,1640715408255905797,14091091,"Can you spot the supernova remnant

SNR 0509687 is the bright region of reddish dust near the upper center in this HubbleClassic view

After a stars explosive death in a supernova the leftbehind gas amp dust are known as a supernova remnant  ",False,"Can you spot the supernova remnant?

SNR 0509-68.7 is the bright region of reddish dust near the upper center in this #HubbleClassic view.

After a star's explosive death in a supernova, the left-behind gas &amp; dust are known as a supernova remnant: https://t.co/piBqqyxPxg https://t.co/A3rz679XO8",1,
58,58,1639288456034615300,14091091,"Welcome to the galaxy JW100

Located about 800 million lightyears away it resides in the constellation Pegasus

Seen at the lower right of this HubbleFriday image JW100 is known as a jellyfish galaxy because of its tendrils of starforming gas  ",False,"Welcome to the galaxy JW100.

Located about 800 million light-years away, it resides in the constellation Pegasus.

Seen at the lower right of this #HubbleFriday image, JW100 is known as a jellyfish galaxy because of its ""tendrils"" of star-forming gas: https://t.co/KH5cenAMNv https://t.co/LTsee4Q4eY",1,
59,59,1638905888118558720,14091091,"Weve got an outer planet weather report

Hubble regularly checks in on the outer planets in our solar system to monitor changes in seasons and atmospheres New images of Jupiter and Uranus show storms cloudy bands and more  ",False,"We’ve got an outer planet weather report!

Hubble regularly checks in on the outer planets in our solar system to monitor changes in seasons and atmospheres. New images of Jupiter and Uranus show storms, cloudy bands, and more: https://t.co/v7WEfcFtV1 https://t.co/xnl6NpVdA5",1,
60,60,1638559744104300549,14091091,"What Ive learned is that you have to have confidence in yourself You have to believe in yourself Stand your ground and just keep moving forward

Meet Daria Outlaw who provides IT support that helps the Hubble team keep making history

WomensHistoryMonth ",False,"""What I've learned is that you have to have confidence in yourself. You have to believe in yourself. Stand your ground and just keep moving forward.""

Meet Daria Outlaw, who provides IT support that helps the Hubble team keep making history.

#WomensHistoryMonth https://t.co/5U5jFo3J5L",1,
61,61,1638183481422356485,14091091,"The Messier catalog features beautiful stargazing sights that amateur astronomers and observatories like Hubble observe

You can explore all of Hubbles Messier views and learn more about these cosmic objects here  ",False,"The Messier catalog features beautiful stargazing sights that amateur astronomers and observatories like Hubble observe.

You can explore all of Hubble's Messier views and learn more about these cosmic objects here! ⬇️ https://t.co/zN95mR3yZd",1,
62,62,1638183477236334597,14091091,"To close out Hubbles 2023 MessierMarathon heres a new image of M19

M19 is a star cluster with a slightly elongated shape Its relatively close to the heart of our Milky Way so the gravity from the galactic center could be stretching it  ",False,"To close out Hubble's 2023 #MessierMarathon, here's a new image of M19!

M19 is a star cluster with a slightly elongated shape. It's relatively close to the heart of our Milky Way, so the gravity from the galactic center could be stretching it: https://t.co/9PeZFuz5Hd https://t.co/gFatM3A2v4",1,
63,63,1637906870932258820,14091091,"The Messier Catalog is a resource that includes many astronomical sights from the northern hemisphere Were sharing new Hubble images of Messier objects so you can stargaze from your screen

Join us for a mini MessierMarathon no matter where you are ",False,"The Messier Catalog is a resource that includes many astronomical sights from the northern hemisphere. We’re sharing new Hubble images of Messier objects so you can “stargaze” from your screen.

Join us for a mini #MessierMarathon, no matter where you are! https://t.co/S7yYQnyjXP",1,
64,64,1637906867987914756,14091091,"If youre in the northern hemisphere this is an ideal time of year to spot cosmic objects from the Messier Catalog in the night sky  like the sparkling star cluster M7 seen in this new Hubble image

M7 contains about 80 stars loosely bound by gravity  ",False,"If you’re in the northern hemisphere, this is an ideal time of year to spot cosmic objects from the Messier Catalog in the night sky – like the sparkling star cluster M7, seen in this new Hubble image!

M7 contains about 80 stars, loosely bound by gravity: https://t.co/UujDznmVTe https://t.co/lHOMTbRlPz",1,
